Course ID,Course Subject,Column1,Course Number,Course Name,Course Description,Course Credits,Column1.details.career,Course Prerequisites,Column1.enrollment_information.course_attribute,Column1.offerings
COMPSCI HI305,Computer Science,COMPSCI,HI305,Honors Independent Study for Social Issues in Computing,,,,,,[List]
COMPSCI HI320,Computer Science,COMPSCI,HI320,Honors Independent Study for Software Engineering,,,,,,[List]
COMPSCI HI326,Computer Science,COMPSCI,HI326,Honors Independent Study for Web Programming,,,,,,[List]
COMPSCI HI335,Computer Science,COMPSCI,HI335,Honors Independent Study for Inside the Box: How Computers Work,,,,,,[List]
COMPSCI HI345,Computer Science,COMPSCI,HI345,Honors Independent Study for Practice and Applications of Data Management,,,,,,[List]
COMPSCI HI383,Computer Science,COMPSCI,HI383,Honors Independent Study for Artificial Intelligence,,,,,,[List]
COMPSCI HI390N,Computer Science,COMPSCI,HI390N,Honors Independent Study for Internet of Things,,,,,,[List]
COMPSCI HI446,Computer Science,COMPSCI,HI446,Honors Independent Study for Search Engines,,,,,,[List]
COMPSCI HI453,Computer Science,COMPSCI,HI453,Honors Independent Study for Computer Networks,,,,,,[List]
COMPSCI HI490U,Computer Science,COMPSCI,HI490U,Honors Independent Study for Introduction to User Experience Research,,,,,,[List]
COMPSCI HI491G,Computer Science,COMPSCI,HI491G,Honors Independent Study for Seminar- Computer Networking Lab,,,,,,[List]
COMPSCI HI491P,Computer Science,COMPSCI,HI491P,Honors Independent Study for Seminar- Programming the iPhone and iPad,,,,,,[List]
COMPSCI HI529,Computer Science,COMPSCI,HI529,Honors Independent Study for Software Engineering Project Management,,,,,,[List]
COMPSCI HI576,Computer Science,COMPSCI,HI576,Honors Independent Study for Game Programming,,,,,,[List]
COMPSCI HI590G,Computer Science,COMPSCI,HI590G,Honors Independent Study for Game Programming,,,,,,[List]
